ZE-Nr;ZE-Name;WKA-Name;WKA-Typ;ZE-Standort;ZE-Kanton;ZE-Status;Funktion: Turbinieren;Funktion: Pumpen;QTurbine [m3/sec];Inst. Turbinenleistung;"(""LTURBINE[MW]""/100)*""PROZ.ANTEILCH""";Max. Leistung ab Generator;"(""LGENERATOR[MW]""/100)*""PROZ.ANTEILCH""";Prod. ohne Umwälzbetrieb - W.;Prod. ohne Umwälzbetrieb - S.;Prod. ohne Umwälzbetrieb - J.;"(""PROD.OHNEUMWÄLZBETRIEB-J.""/100)*""PROZ.ANTEILCH""";QPumpe [m3/sec];Inst. Pumpenleistung;Leistungsaufnahme Motoren;Bedarf ohne Umwälzb. - W.;Bedarf ohne Umwälzb. - S.;Bedarf ohne Umwälzb. - J.;ZE-Erste-Inbetriebnahme;ZE-Letzte-Inbetriebnahme;ZE-Kote;Proz. Anteil CH;Kantonsanteil: Kanton Name (1);Kantonsanteil (1);Kantonsanteil: Kanton Name (2);Kantonsanteil (2);Kantonsanteil: Kanton Name (3);Kantonsanteil (3);Genutzte Gewässer - Name (1);Genutzte Gewässer - Name (2);Genutzte Gewässer - Name (3);Genutzte Gewässer - Name (4);Genutzte Gewässer - Name (5);Genutzte Gewässer - Name (6);Genutzte Gewässer - Name (7);"(""LGENERATOR[MW]""/100)*""PROZ.ANTEILCH""";Genutzte Gewässer - Name (8);Genutzte Gewässer - Name (9);Genutzte Gewässer - Name (10);Genutzte Gewässer - Name (11);Genutzte Gewässer - Name (12);Ersatzenergie: Richtung (1);Ersatzenergie: Partner (1);Ersatzenergie: Richtung (2);Ersatzenergie: Partner (2);Ersatzenergie: Richtung (3);Ersatzenergie: Partner (3);Ersatzenergie: Richtung (4);Ersatzenergie: Partner (4);Ersatzenergie: Richtung (5);Ersatzenergie: Partner (5);Ersatzenergie :Richtung (6);Ersatzenergie: Partner (6);Ersatzenergie: Richtung (7);Ersatzenergie: Partner (7);Ersatzenergie: Richtung (8);Ersatzenergie: Partner (8);Ersatzenergie: Richtung (9);Ersatzenergie: Partner (9);Ersatzenergie: Richtung (10);Ersatzenergie: Partner (10);Ersatzenergie: Richtung (11);Ersatzenergie: Partner (11);Ersatzenergie: Richtung (12);Ersatzenergie: Partner (12);Rechte - Name (1);Rechte - Endjahr (1);Rechte - Name (2);Rechte - Endjahr (2);Rechte - Name (3);Rechte - Endjahr (3);Rechte - Name (4);Rechte - Endjahr (4);Rechte - Name (5);Rechte - Endjahr (5);Rechte - Name (6);Rechte - Endjahr (6);Rechte - Name (7);Rechte - Endjahr (7);Rechte - Name (8);Rechte - Endjahr (8);Rechte - Name (9);Rechte - Endjahr (9);Rechte - Name (10);Rechte - Endjahr (10);Bemerkung (1);Bemerkung (2);Bemerkung (3);Bemerkung (4);Bemerkung (5);Bemerkung (6);Bemerkung (7);Bemerkung (8);Bemerkung (9);Bemerkung (10);ZE-Koordinaten unscharf (Ost);ZE-Koordinaten unscharf (Nord);Internationales KW
200300;Grimsel 1 (Grimselsee);Grimsel 1-Grimselsee;S;Grimsel, Sommerloch, u.Hospiz;Bern;im Normalbetrieb;T;;20,2;32,2;32,2;26,5;26,5;14,7;18,1;32,8;32,8;0;0;0;0;0;0;1974;2007;1770,7;100;Bern;100;;;;;Aare;Grimselsee;;;;;;26,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Konzession(en);2042;;;;;;;;;;;;;;;;;;;- Zentralen Grimsel 1 (Oberaarsee) und Grimsel 1 (Grimselsee) in einer Kaverne;   ;                                                   ;;;;;;;;2668600;1158620;
200400;Handeck 1;Handeck 1;S;Handegg;Bern;im Normalbetrieb;T;;10,5;44,8;44,8;48;48;68,5;99;167,5;167,5;0;0;0;0;0;0;1932;1932;1309,64;100;Bern;100;;;;;Aare;Bächlisbach;Gelmerbach;Gelmersee;Grimselsee;Grubenbach, obere Fassung;Totensee;48;;;;;;A;Immobilien Gletsch AG, Brig;A;ROHWAG (Zentrale Ernen);A;ROHWAG (Zentrale Mörel);A;FMV (Zentrale Chippis);;;;;;;;;;;;;;;;;Konzession(en);2042;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2666560;1163210;
200500;Handeck 2 / 2a ;Handeck 2;S;Handegg;Bern;im Normalbetrieb;T;;57,3;215,6;215,6;215;215;85,4;176,4;261,8;261,8;0;0;0;0;0;0;1950;1958;1311,4;100;Bern;100;;;;;Aare;Aerlenbach;Grubenbach, untere Fassung;Mattenalp (Staubecken);Räterichsbodensee;Ürbachwasser;;215;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Konzession(en);2042;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2666260;1162970;
200600;Handeck 3 (Isogyre);Handeck 3 - Isogyre;U;Handegg;Bern;im Normalbetrieb;T;P;14,3;55,1;55,1;55;55;13,3;26;39,3;39,3;8,5;47,8;47,5;1,9;15,9;17,8;1976;1976;1250;100;Bern;100;;;;;Aare;Aerlenbach;Gentalwasser;Grubenbach, untere Fassung;Räterichsbodensee;Steinwasser;Triftwasser;55;Urbachwasser (Mattenalpsee);Wendenwasser;;;;;;;;;;;;;;;;;;;;;;;;;;;;Konzession(en);2042;;;;;;;;;;;;;;;;;;;- Zentrale Handeck 3: Pumpen-Turbinenbetrieb mit Isogyre-Maschine     ;"  a) 	Im Turbinenbetrieb: Die Isogyre turbiniert das Wasser aus dem Räterichsbodensee. Dieses wird über das Ausgleichsbecken Handeck";"	entweder zur Zentrale Innertkirchen 1 oder über die Reservoirkammern Trift zur Zentrale Hopflauenen (Trift) geleitet ";"  b) 	Im Pumpbetrieb: Die Isogyre pumpt das Wasser aus den Reservoirkammern Trift und/oder aus dem Ausgleichsbecken Handeck";"	in den Räterichsbodensee ";- Zentralen Handeck 3 (Isogyre) und Handeck 3 (Pumpzentrale) in einer Kaverne;                   ;      ;                                                    ;         ;2666220;1163080;
200740;Lochmedli, Guttannen;Kraftwerk Hostetbach AG;L;Guttannen, Blatti;Bern;im Normalbetrieb;T;;0,4;1,29;1,29;1,25;1,25;0,7;3;3,7;3,7;0;0;0;0;0;0;2016;;1303,5;100;Bern;100;;;;;Hostettbach;;;;;;;1,25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Konzession(en);2096;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2665290;1168610;
200750;Innertkirchen 3;Innertkirchen 3;L;Innertkirchen, Underürbach;Bern;im Normalbetrieb;T;;2,5;2,95;2,95;3,28;3,28;10,72;2,08;12,8;12,8;0;0;0;0;0;0;2016;;650,45;100;Bern;100;;;;;Ürbachwasser;;;;;;;3,28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Konzession(en);2096;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2660620;1172030;
200800;Innertkirchen 1 / 1a;Innertkirchen 1;S;Innertkirchen;Bern;im Normalbetrieb;T;;69;393,5;393,5;370;370;231,9;487,9;719,8;719,8;0;0;0;0;0;0;1943;2007;640;100;Bern;100;;;;;Aare;Benzlauibach;Gelmersee;Grimselsee;Hostettbach;Räterichsbodensee;Rotlauibach;370;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Konzession(en);2042;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2661200;1172520;
200900;Fuhren (Gental), Innertkirchen;Gental;S;Underi-Furen, Innertkirchen;Bern;im Normalbetrieb;T;;3;9,6;9,6;9,5;9,5;2,8;14,3;17,1;17,1;0;0;0;0;0;0;1961;1961;1134,5;100;Bern;100;;;;;Engstlenbach;Engstlensee;Gentalwasser;Henglibach;Moosbach;Wunderbrunnen;;9,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Konzession(en);2042;;;;;;;;;;;;;;;;;;;#NAME?;;;;;;;;;;2668420;1175500;
201000;Fuhren (Pumpzentrale), Innertk;Gental;S;Underi-Furen, Innertkirchen;Bern;im Normalbetrieb;;P;0;0;0;0;0;0;0;0;0;1,9;4,4;4,6;2,6;9,5;12,1;1961;1961;1134,5;100;Bern;100;;;;;Gadmerwasser;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Konzession(en);2042;;;;;;;;;;;;;;;;;;;#NAME?;#NAME?;                                                        ;  ;;;;;;;2668420;1175500;
201100;Hopflauenen (Trift);Hopflauenen-Trift;S;Hopflauenen;Bern;im Normalbetrieb;T;;23,6;81,6;81,6;85,2;85,2;36,8;208,6;245,4;245,4;0;0;0;0;0;0;1967;1974;866,35;100;Bern;100;;;;;Gentalwasser;Räterichsbodensee;Steinwasser;Triftwasser;Wendenwasser;;;85,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Konzession(en);2042;;;;;;;;;;;;;;;;;;;#NAME?;  a) Laufkraftwerkbetrieb:  Sommer, dh. Zufluss zur Reservoirkammer Trift gleich oder  grösser 14 m3/s                                      ;  b) Lauf- und Speicherkraftwerkbetrieb gemischt:  Frühling/Herbst, dh. natürlicher Zufluss zur Reservoirkammer Trift = 2 - 14 m3/s,    ;"                                               			  Rest bis 21 m3/s Speicherwasser ab Zentrale Handeck 3 (Isogyre)";  c) Speicherkraftwerkbetrieb: Winter, dh. Speicherwasser ab Zentrale Handeck 3 (Isogyre);#NAME?;      ;     ;                                         ;                                   ;2664140;1174110;
201200;Hopflauenen (Leimboden);Hopflauenen-Leimboden;L;Hopflauenen;Bern;im Normalbetrieb;T;;2,2;5,4;5,4;5,8;5,8;5,6;16,2;21,8;21,8;0;0;0;0;0;0;1967;1967;866,35;100;Bern;100;;;;;Gentalwasser;;;;;;;5,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Konzession(en);2042;;;;;;;;;;;;;;;;;;;#NAME?;                                                ;;;;;;;;;2664140;1174110;
201300;Innertkirchen 2;Innertkirchen 2;S;Innertkirchen;Bern;im Normalbetrieb;T;;29,5;54,8;54,8;54,2;54,2;26,7;134,6;161,3;161,3;0;0;0;0;0;0;1967;1974;628,55;100;Bern;100;;;;;Gadmerwasser;Gentalwasser;Räterichsbodensee;;;;;54,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Konzession(en);2042;;;;;;;;;;;;;;;;;;;#NAME?;  a) Laufkraftwerkbetrieb im Sommer;  b) Lauf- und Speicherkraftwerkbetrieb gemischt im Frühling und im Herbst;  c) Speicherkraftwerkbetrieb im Winter ; ;;;;;;2660210;1173340;
201400;Meiringen 2;Meiringen 2;L;Meiringen, Haselholz;Bern;im Normalbetrieb;T;;0,36;1,65;1,65;1,5;1,5;2,5;5,5;8;8;0;0;0;0;0;0;1950;1950;839,5;100;Bern;100;;;;;Alpbach;Bidmi-Quellen;;;;;;1,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Konzession(en);1998;;;;;;;;;;;;;;;;;;;#NAME?;;;;;;;;;;2657940;1175900;
201500;Meiringen 1;Meiringen 1;L;Meiringen;Bern;im Normalbetrieb;T;;0,6;1;1;0,93;0,93;2,1;3,5;5,6;5,6;0;0;0;0;0;0;1889;1946;632,5;100;Bern;100;;;;;Alpbach;Dorfbach/Goldernbach;Milibach;;;;;0,93;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Konzession(en);9999;;;;;;;;;;;;;;;;;;;#NAME?;;;;;;;;;;2657590;1175560;
201700;Schattenhalb 1+;Schattenhalb 1+;L;Schattenhalb;Bern;im Normalbetrieb;T;;1,3;2,3;2,3;2,72;2,72;0,7;6;6,7;6,7;0;0;0;0;0;0;2017;;597,1;100;Bern;100;;;;;Rychenbach;;;;;;;2,72;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Konzession(en);2097;;;;;;;;;;;;;;;;;;;- Schattenhalb 1 wurde ertsmals 1907 in Betrieb genommen;;;;;;;;;;2657070;1174500;
201750;Schattenhalb 3;Schattenhalb 3;L;Schattenhalb;Bern;im Normalbetrieb;T;;2,8;9,7;9,7;9,7;9,7;16,2;32,4;48,6;48,6;0;0;0;0;0;0;2010;;601;100;Bern;100;;;;;Reichenbach;;;;;;;9,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Konzession(en);2090;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2657030;1174520;
201800;Giessbach;Giessbach;L;Brienz;Bern;im Normalbetrieb;T;;0,3;0,9;0,9;0,9;0,9;1,5;3;4,5;4,5;0;0;0;0;0;0;1949;2005;567,5;100;Bern;100;;;;;Giessbach;;;;;;;0,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Konzession(en);2039;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2644350;1176080;
201900;Isch;Grindelwald;S;Grindelwald;Bern;im Normalbetrieb;T;;0,4;1,4;1,4;1,4;1,4;1,5;4,5;6;6;0;0;0;0;0;0;1960;1960;1050;100;Bern;100;;;;;Bachsee;Mühlebach;;;;;;1,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Konzession(en);2040;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2646840;1164090;
202000;Lütschental;Burglauenen-Lütschental;L;Lütschental;Bern;im Normalbetrieb;T;;8,5;11,9;11,9;11,9;11,9;15,6;46,8;62,4;62,4;0;0;0;0;0;0;1908;2011;726,46;100;Bern;100;;;;;Schwarze Lütschine;;;;;;;11,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Konzession(en);2080;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2639500;1165250;
202100;Stechelberg;Stechelberg;L;Lauterbrunnen, Stechelberg;Bern;im Normalbetrieb;T;;2;4,3;4,3;4,3;4,3;5,1;16,6;21,7;21,7;0;0;0;0;0;0;1905;1979;907,1;100;Bern;100;;;;;Sefinen-Lütschine;;;;;;;4,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Konzession(en);2045;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2635380;1154930;
202125;Geissbrunnen;Saxettal-Geissbrunnen;L;Saxeten;Bern;im Normalbetrieb;T;;0,23;0,48;0,48;0,43;0,43;0,6;1,4;2;2;0;0;0;0;0;0;1999;1999;1166,2;100;Bern;100;;;;;Quelle Nessleren;Quelle Rosslegi;;;;;;0,43;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Andere Rechtsgrundlage;9999;;;;;;;;;;;;;;;;;;;#NAME?;;;;;;;;;;2629970;1164200;
202150;Kammri;Saxettal-Kammri;L;Wilderswil;Bern;im Normalbetrieb;T;;0,25;0,8;0,8;0,74;0,74;1,3;2,7;4;4;0;0;0;0;0;0;1998;1998;702,18;100;Bern;100;;;;;Quelle Geissbrunnen;Quelle Gibelbach;Quelle Innerfeld;Quelle Nessleren;Quelle Rosslegi;Quelle Staldengräbli;;0,74;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Andere Rechtsgrundlage;9999;;;;;;;;;;;;;;;;;;;#NAME?;;;;;;;;;;2631750;1167460;
202200;Interlaken;Interlaken;L;Interlaken, Kanal;Bern;im Normalbetrieb;T;;30;0,82;0,82;0,8;0,8;2,8;2,3;5,1;5,1;0;0;0;0;0;0;1894;1932;562,9;100;Bern;100;;;;;Aare;;;;;;;0,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Konzession(en);2077;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2631480;1170240;
202275;Interlaken-Dotierzentrale;Interlaken;L;Unterseen;Bern;im Normalbetrieb;T;;15;0,3;0,3;0,3;0,3;0,6;0,6;1,2;1,2;0;0;0;0;0;0;1996;1996;560,2;100;Bern;100;;;;;Aare;;;;;;;0,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Konzession(en);2077;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2631230;1170170;
202290;Kandersteg (Eggeschwand), Alpb;Kandersteg (Eggeschwand);L;Kandersteg, Eggeschwand;Bern;im Normalbetrieb;T;;0,8;2,1;2,1;2,1;2,1;1,73;8,76;10,49;10,49;0;0;0;0;0;0;2009;;1198;100;Bern;100;;;;;Alpbach;;;;;;;2,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Konzession(en);2089;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2617010;1147100;
202300;Kandersteg (Zilfuri);Kandersteg (Zilfuri);L;Kandersteg, Zilfuri;Bern;im Normalbetrieb;T;;0,6;1,09;1,09;1,1;1,1;3,35;3,53;6,88;6,88;0;0;0;0;0;0;1903;1958;1282,12;100;Bern;100;;;;;Chalberspiessenquellen;Holzspicherquellen;Öschibach;Weissbachquellen;;;;1,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Konzession(en);2076;;;;;;;;;;;;;;;;;;;#NAME?;;;;;;;;;;2619420;1149400;
202350;Kandersteg (Dorf);Kandersteg (Dorf);L;Kandersteg, Dorf;Bern;im Normalbetrieb;T;;1,2;1,03;1,03;1;1;2,28;2,78;5,06;5,06;0;0;0;0;0;0;1996;2012;1174,74;100;Bern;100;;;;;Chalberspiessenquellen;Holzspicherquellen;Öschibach;Weissbachquellen;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Konzession(en);2076;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2618160;1149430;
202400;Kandergrund;Kandergrund;L;Inner-Kandergrund;Bern;im Normalbetrieb;T;;7,3;19;19;18,8;18,8;27,7;71,25;98,95;98,95;0;0;0;0;0;0;1911;1991;853,15;100;Bern;100;;;;;Kander;;;;;;;18,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Konzession(en);2071;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2616940;1154630;
202425;Engstligenalp;Engstligenalp;L;Adelboden, Engstligenalp;Bern;im Normalbetrieb;T;;1,35;0,6;0,6;0,6;0,6;0,3;1,7;2;2;0;0;0;0;0;0;1937;2011;1868,84;100;Bern;100;;;;;Engstlige;;;;;;;0,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Konzession(en);2051;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2609460;1144210;
202430;Spiggenbach, Reichenbach;WKA Spiggenbach Reichenbach;L;Reichenbach, Losplatte;Bern;im Normalbetrieb;T;;1,55;2,75;2,75;2,75;2,75;3;7;10;10;0;0;0;0;0;0;2017;;960;100;Bern;100;;;;;Spiggenbach;;;;;;;2,75;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Konzession(en);2096;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2622690;1158440;
202450;Moosweid, Adelboden;Moosweid;L;Adelboden, Moosweid;Bern;im Normalbetrieb;T;;0,15;0,35;0,35;0,36;0,36;0,5;1,3;1,8;1,8;0;0;0;0;0;0;1903;2014;1194,6;100;Bern;100;;;;;Ahorniquellen;Louenenbach;;;;;;0,36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Konzession(en);2067;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2610610;1149430;
202475;Engstlige;Engstlige;L;Adelboden;Bern;im Normalbetrieb;T;;1,5;0,9;0,9;0,9;0,9;1,5;3,5;5;5;0;0;0;0;0;0;1996;1996;1135,2;100;Bern;100;;;;;Engstlige;;;;;;;0,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Konzession(en);2076;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2611060;1150630;
202500;Spiez;Spiez;L;Längmad am Thunersee;Bern;im Normalbetrieb;T;;32;18,66;18,66;18,4;18,4;42,9;61,74;104,64;104,64;0;0;0;0;0;0;1899;1986;561,9;100;Bern;100;;;;;Kander;Simme;;;;;;18,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Konzession(en);2067;;;;;;;;;;;;;;;;;;;"- Ausbauwassermenge:	Bezogen auf die Zuleitungskapazität ab Weiher Spiezmoos       ";"- Nutzungsdauer: 		Bezogen auf die Zuleitungskapazität ab Simme- und Kanderwehr bis Weiher Spiezmoos;                                              ";"        			12 m3/s + 14 m3/s = 26 m3/s";                         ;                              ;;;;;;2617310;1171740;
202520;Färmelbach, St. Stephan;Färmelbach, St. Stephan;L;St. Stephan, Matten;Bern;im Normalbetrieb;T;;0,9;2,09;2,09;1,75;1,75;1,5;7,5;9;9;0;0;0;0;0;0;2016;;1023;100;Bern;100;;;;;Albristbach;Färmelbach;;;;;;1,75;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Konzession(en);2096;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2598540;1149240;
202530;Simelemoos, St. Stephan;KW Simelemoos;L;St. Stephan;Bern;im Normalbetrieb;T;;9,5;0,35;0,35;0,35;0,35;0,65;0,8;1,45;1,45;0;0;0;0;0;0;2016;;996,47;100;Bern;100;;;;;Simme;;;;;;;0,35;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Konzession(en);2076;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2597300;1150380;
202550;Laubegg (Garstatt);Laubegg (Garstatt);L;Boltigen, Garstatt;Bern;im Normalbetrieb;T;;12;2,6;2,6;2,6;2,6;2,8;9,9;12,7;12,7;0;0;0;0;0;0;2016;;857,4;100;Bern;100;;;;;Simme;;;;;;;2,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Konzession(en);2096;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2595600;1159650;
202560;Weissenburg;Berner Green Power GmbH;L;Weissenburg;Bern;im Normalbetrieb;T;;0,9;0,37;0,37;0,36;0,36;0,86;1,2;2,06;2,06;0;0;0;0;0;0;1898;1999;856;100;Bern;100;;;;;Buuschebach;;;;;;;0,36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Konzession(en);2079;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2601950;1168410;
202600;Klusi;Klusi;S;Erlenbach;Bern;im Normalbetrieb;T;;0,18;1,3;1,3;1,3;1,3;2;1,64;3,64;3,64;0;0;0;0;0;0;1946;1996;796,45;100;Bern;100;;;;;Hinterstockensee;Oberstockensee;;;;;;1,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Andere Rechtsgrundlage;9999;;;;;;;;;;;;;;;;;;;#NAME?;- Ersatz alte Zentrale Klusi im Jahr 1996                                        ;;;;;;;;;2608390;1168080;
202700;Erlenbach;Erlenbach;L;Erlenbach;Bern;im Normalbetrieb;T;;6,4;18;18;18;18;12,1;40,7;52,8;52,8;0;0;0;0;0;0;1959;2005;683,5;100;Bern;100;;;;;Ägelsee;Filderich;Kirel;;;;;18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Konzession(en);2039;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2608380;1167300;
202800;Simmenfluh;Simmenfluh;L;Simmenfluh (Wimmis);Bern;im Normalbetrieb;T;;22;9;9;9;9;13,7;31,8;45,5;45,5;0;0;0;0;0;0;1962;2000;632,15;100;Bern;100;;;;;Simme;;;;;;;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Konzession(en);2043;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2614080;1169080;
202900;AAREwerk 62 Thun;AAREwerk 62 Thun;L;Thun;Bern;im Normalbetrieb;T;;125;6,32;6,32;6,2;6,2;10,84;21,2;32,04;32,04;0;0;0;0;0;0;1962;1962;557,8;100;Bern;100;;;;;Aare;;;;;;;6,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Konzession(en);2043;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2613350;1178960;
203000;AAREwerk 94 Thun;AAREwerk 94 Thun;L;Thun;Bern;im Normalbetrieb;T;;49,65;2,83;2,83;2,8;2,8;2,8;5,6;8,4;8,4;0;0;0;0;0;0;1917;1994;547,19;100;Bern;100;;;;;Aare;;;;;;;2,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Konzession(en);9999;;;;;;;;;;;;;;;;;;;- Ersatz Zentrale Thun-Aare 1917 am Gewerbekanal im Jahr 1994                                ;;;;;;;;;;2613880;1178960;
203100;Thun (Eidg.);Thun (Eidg.);L;Thun, Kanal (Uttigenstr.);Bern;im Normalbetrieb;T;;6;0,44;0,44;0,35;0,35;1,1;0,9;2;2;0;0;0;0;0;0;1901;1937;553,8;100;Bern;100;;;;;Aare, Gewerbekanal;;;;;;;0,35;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Konzession(en);2038;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2613450;1178950;
203200;Blumenstein;Blumenstein;L;Blumenstein;Bern;im Normalbetrieb;T;;0,1;0,64;0,64;0,64;0,64;1,2;2,2;3,4;3,4;0;0;0;0;0;0;1918;1990;768,8;100;Bern;100;;;;;Quellgebiet Blattenheid;;;;;;;0,64;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Konzession(en);2045;;;;;;;;;;;;;;;;;;;#NAME?;;;;;;;;;;2605710;1175170;
203300;Matte;Matte;L;Bern, Matte;Bern;im Normalbetrieb;T;;40;1,16;1,16;1,16;1,16;3,8;3;6,8;6,8;0;0;0;0;0;0;1891;1986;495;100;Bern;100;;;;;Aare;;;;;;;1,16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Konzession(en);2066;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2601380;1199490;
203350;Engehalde-Dotierzentrale;Felsenau;L;Engehalde;Bern;im Normalbetrieb;T;;16;0,44;0,44;0,42;0,42;1,3;1,3;2,6;2,6;0;0;0;0;0;0;1998;1998;493,04;100;Bern;100;;;;;Aare;;;;;;;0,42;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Konzession(en);2076;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2600460;1201640;
203400;Felsenau;Felsenau;L;Felsenau;Bern;im Normalbetrieb;T;;100;11,5;11,5;11,5;11,5;28;45;73;73;0;0;0;0;0;0;1909;1989;481,3;100;Bern;100;;;;;Aare;;;;;;;11,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Konzession(en);2076;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2600060;1201930;
203500;Mühleberg;Mühleberg;L;Buttenried;Bern;im Normalbetrieb;T;;291;44,59;44,59;40;40;52,75;107,05;159,8;159,8;0;0;0;0;0;0;1920;1965;470,5;100;Bern;100;;;;;Aare;Wohlensee;;;;;;40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Konzession(en);2097;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2588270;1202020;
203600;Innergsteig;Sanetsch;S;Innergsteig;Bern;im Normalbetrieb;T;;2,5;18;18;18;18;9,31;26,93;36,24;36,24;0;0;0;0;0;0;1966;1966;1196,5;100;Bern;72,6;Wallis;27,4;;;Saane;Speicher Sanetsch;;;;;;18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Konzession(en);2044;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2587640;1136130;
203650;Lauenen (Louibach);Lauenen (Louibach);L;Lauenen bei Gstaad;Bern;im Normalbetrieb;T;;3,5;0,9;0,9;0,9;0,9;0,65;2,55;3,2;3,2;0;0;0;0;0;0;2014;;1195;100;Bern;100;;;;;Louibach;;;;;;;0,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Konzession(en);2074;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2590750;1141430;
203700;Gsteig;Gsteig;L;Gsteig b.Gstaad;Bern;im Normalbetrieb;T;;2;0,72;0,72;0,72;0,72;0,85;1,7;2,55;2,55;0;0;0;0;0;0;1948;2015;1178;100;Bern;100;;;;;Reuschbach;;;;;;;0,72;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Konzession(en);2075;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2586920;1137110;
