ZE-Nr;ZE-Name;WKA-Name;WKA-Typ;ZE-Standort;ZE-Kanton;ZE-Status;Funktion: Turbinieren;Funktion: Pumpen;QTurbine [m3/sec];Inst. Turbinenleistung;"(""LTURBINE[MW]""/100)*""PROZ.ANTEILCH""";Max. Leistung ab Generator;"(""LGENERATOR[MW]""/100)*""PROZ.ANTEILCH""";Prod. ohne Umwälzbetrieb - W.;Prod. ohne Umwälzbetrieb - S.;Prod. ohne Umwälzbetrieb - J.;"(""PROD.OHNEUMWÄLZBETRIEB-J.""/100)*""PROZ.ANTEILCH""";QPumpe [m3/sec];Inst. Pumpenleistung;Leistungsaufnahme Motoren;Bedarf ohne Umwälzb. - W.;Bedarf ohne Umwälzb. - S.;Bedarf ohne Umwälzb. - J.;ZE-Erste-Inbetriebnahme;ZE-Letzte-Inbetriebnahme;ZE-Kote;Proz. Anteil CH;Kantonsanteil: Kanton Name (1);Kantonsanteil (1);Kantonsanteil: Kanton Name (2);Kantonsanteil (2);Kantonsanteil: Kanton Name (3);Kantonsanteil (3);Genutzte Gewässer - Name (1);Genutzte Gewässer - Name (2);Genutzte Gewässer - Name (3);Genutzte Gewässer - Name (4);Genutzte Gewässer - Name (5);Genutzte Gewässer - Name (6);Genutzte Gewässer - Name (7);"(""LGENERATOR[MW]""/100)*""PROZ.ANTEILCH""";Genutzte Gewässer - Name (8);Genutzte Gewässer - Name (9);Genutzte Gewässer - Name (10);Genutzte Gewässer - Name (11);Genutzte Gewässer - Name (12);Ersatzenergie: Richtung (1);Ersatzenergie: Partner (1);Ersatzenergie: Richtung (2);Ersatzenergie: Partner (2);Ersatzenergie: Richtung (3);Ersatzenergie: Partner (3);Ersatzenergie: Richtung (4);Ersatzenergie: Partner (4);Ersatzenergie: Richtung (5);Ersatzenergie: Partner (5);Ersatzenergie :Richtung (6);Ersatzenergie: Partner (6);Ersatzenergie: Richtung (7);Ersatzenergie: Partner (7);Ersatzenergie: Richtung (8);Ersatzenergie: Partner (8);Ersatzenergie: Richtung (9);Ersatzenergie: Partner (9);Ersatzenergie: Richtung (10);Ersatzenergie: Partner (10);Ersatzenergie: Richtung (11);Ersatzenergie: Partner (11);Ersatzenergie: Richtung (12);Ersatzenergie: Partner (12);Rechte - Name (1);Rechte - Endjahr (1);Rechte - Name (2);Rechte - Endjahr (2);Rechte - Name (3);Rechte - Endjahr (3);Rechte - Name (4);Rechte - Endjahr (4);Rechte - Name (5);Rechte - Endjahr (5);Rechte - Name (6);Rechte - Endjahr (6);Rechte - Name (7);Rechte - Endjahr (7);Rechte - Name (8);Rechte - Endjahr (8);Rechte - Name (9);Rechte - Endjahr (9);Rechte - Name (10);Rechte - Endjahr (10);Bemerkung (1);Bemerkung (2);Bemerkung (3);Bemerkung (4);Bemerkung (5);Bemerkung (6);Bemerkung (7);Bemerkung (8);Bemerkung (9);Bemerkung (10);ZE-Koordinaten unscharf (Ost);ZE-Koordinaten unscharf (Nord);Internationales KW
506800;Châtelard-Vallorcine;Emosson;S;Vallorcine;;im Normalbetrieb;T;;35;260,5;130,25;210;105;255;155;410;205;0;0;0;0;0;0;1978;1978;1125;50;Wallis;50;;;;;Aveyron d'Argentière;Drance de Ferret, l'A Neuve;Eau de Bérard, Tré-les-Hauts;Lac d'Emosson, Barberine;Le Trient, La Grand'Jeur;Lognan;Nant de Catogne;105;Nant de Drance, Triège;Reuse de Saleinaz;Torrent de Planeureuse;Torrent de Treutse-Bô;Torrent du Tour;A;EDF (F) (Centr. de Passy,Servoz,Cheddes);A;FMO     (Centrale d'Orsières);A;SRE     (Centrale de Sembrancher);B;CFF      (Centrale Vernayaz);;;;;;;;;;;;;;;;;Konzession(en);2055;;;;;;;;;;;;;;;;;;;- Données relatives aux machines de la centrale Châtelard-Vallorcine, groupes 1 à 3 à axe vertical:     ;"    Haute chute: 		Débit max.turbiné 		    	=   35.0 m3/s";"    (Lac d'Emosson)      	Puissance inst.des turb.Pelton Gr.1-3	= 210.0 MW  ";"               			Puissance max.disponible       Gr.1-3	= 210.0 MW  ";"    Basse chute: 		Débit max.turbiné                    		=  15.0 m3/s";"    (Bassin des Esserts)  	Puiss.inst.des turb.Francis axe Gr.1 	=  50.5 MW  ";"               			Puissance max.disponible        Gr.1 	=  48.5 MW                    ";- Les équipements haute chute, basse chute et Centrale de pompage de Châtelard-Vallorcine se trouvent dans le même bâtiment et leur;  fonctionnement est étroitement lié;       ;2562100;1100040;Ja
506850;Nant de Drance;Nant de Drance;U;Finhaut;Wallis;im Bau;T;P;360;900;900;900;900;3,3;5,7;9;9;360;900;900;0;0;0;2019;;1693,9;100;Wallis;100;;;;;La Veudale;Lac d'Emosson;Lac du Vieux Emosson;Nant de Drance;;;;900;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Konzession(en);2095;;;;;;;;;;;;;;;;;;;#NAME?;- Etat de la centrale: la mise en exploitation normale est prévue en 2019 / 2020;;;;;;;;;2558420;1101760;Ja
506900;Triège (Centrale de pompage);Emosson;S;Salvan, Alpage de Barberine;Wallis;im Normalbetrieb;;P;0;0;0;0;0;0;0;0;0;1,8;0,6;0,42;0,1;0,2;0,3;1978;1978;1908;50;Wallis;50;;;;;Triège;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Konzession(en);2055;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2559720;1103940;
507100;Châtelard-Vallorcine (C.pomp.);Emosson;S;Vallorcine;;im Normalbetrieb;;P;0;0;0;0;0;0;0;0;0;18;80;80;26,15;104,63;130,78;1978;1978;1125;50;Wallis;50;;;;;Drance de Ferret;Grand Jeur;Le Trient;Nant de Catogne;Reuse de l'A Neuve;Reuse de l'Amône;Reuse de Saleinaz;0;Torrent de Planeureuse;Torrent de Treutse-Bô;;;;;;;;;;;;;;;;;;;;;;;;;;;;Konzession(en);2055;;;;;;;;;;;;;;;;;;;- Les équipements haute chute, basse chute et Centrale de pompage de Châtelard-Vallorcine se trouvent dans le même       ;  bâtiment et leur fonctionnement est étroitement lié        ;            ;;;;;;;;2562100;1100040;
507200;Vernayaz (CFF);Vernayaz (CFF);S;Vernayaz;Wallis;im Normalbetrieb;T;;17,4;92;92;92;92;221;19,47;240,47;240,47;0;0;0;0;0;0;1927;1990;456;100;Wallis;100;;;;;Le Pesseux;Le Triège inférieur;l'Eau Noire;R.de Finhaut;;;;92;;;;;;A;ESA (Centrale Châtelard-Vallorcine);;;;;;;;;;;;;;;;;;;;;;;Konzession(en);2017;;;;;;;;;;;;;;;;;;;#NAME?;- Autorisation provisoire d'exploitation (Duldungsverfügung) bis 2022 während Konzessionserneuerung  ;;;;;;;;;2568880;1109160;
507250;Vernayaz (STE SV SA);Turbinage Salvan et Vernayaz;L;Vernayaz;Wallis;im Normalbetrieb;T;;0,12;0,46;0,46;0,44;0,44;1;1,4;2,4;2,4;0;0;0;0;0;0;2013;;658;100;Wallis;100;;;;;Source de la Dzintallaz;Source de la Revenasse;Source du Marcot;Torrent du Marcot;;;;0,44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Konzession(en);2093;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2568780;1109230;
507300;La Bâtiaz;Emosson;S;Martigny;Wallis;im Normalbetrieb;T;;35;170;85;170;85;225;190;415;207,5;0;0;0;0;0;0;1978;1978;462;50;Wallis;50;;;;;Aveyron d'Argentière;Drance de Ferret;Eau Noire;La Barberine;Le Trient;Pecheux;Reuse de l'Amône;85;Reuse de Saleinaz;Torrent de Planeureuse;Torrent de Treutse Bô;Torrent du Tour;Triège-CFF;;;;;;;;;;;;;;;;;;;;;;;;;Konzession(en);2055;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2570860;1106550;Ja
507400;Vernayaz (Pissevache);Vernayaz (Pissevache);L;Vernayaz;Wallis;im Normalbetrieb;T;;0,4;1,7;1,7;1,7;1,7;1,45;3,75;5,2;5,2;0;0;0;0;0;0;2016;;590;100;Wallis;100;;;;;La Salanfe;;;;;;;1,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Konzession(en);2032;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2568210;1110370;
507500;Miéville;Salanfe;S;Vernayaz, Miéville;Wallis;im Normalbetrieb;T;;6,5;70;70;70;70;63,2;47,1;110,3;110,3;0;0;0;0;0;0;1950;2012;452,9;100;Wallis;100;;;;;La Salanfe;Lac de Salanfe;;;;;;70;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Konzession(en);2032;;;;;;;;;;;;;;;;;;;- 435.73 m.s.m. (= cote des injecteurs);;;;;;;;;;2568340;1110630;
507600;Giétroz du Fond (C.de pomp.);Salanfe;S;Giétroz du Fond;Wallis;im Normalbetrieb;;P;0;0;0;0;0;0;0;0;0;0,6;1,03;1,1;0;1,6;1,6;1965;1965;1805,75;100;Wallis;100;;;;;La Saufla;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Konzession(en);2033;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2556960;1109950;
507700;Clusanfe (Centrale de pompage);Salanfe;S;Clusanfe;Wallis;im Normalbetrieb;;P;0;0;0;0;0;0;0;0;0;2;0,88;0,9;0;0,8;0,8;1950;1963;1898;100;Wallis;100;;;;;La Saufla;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Konzession(en);2033;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2557300;1109430;
507800;Aboyeu;Aboyeu;L;Collonges;Wallis;im Normalbetrieb;T;;0,46;3,3;3,3;3,2;3,2;3,5;6,8;10,3;10,3;0;0;0;0;0;0;1981;1981;450,5;100;Wallis;100;;;;;Fontaine de Moïse;L'Aboyeu;;;;;;3,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Konzession(en);2061;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2568750;1114580;
507850;La Rasse;La Rasse;L;Evionnaz, La Rasse;Wallis;im Normalbetrieb;T;;0,2;0,72;0,72;0,72;0,72;0,6;1,2;1,8;1,8;0;0;0;0;0;0;1998;1998;636;100;Wallis;100;;;;;Sources du Jorat;;;;;;;0,72;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Verfügungsrecht;9999;;;;;;;;;;;;;;;;;;;- Turbinage de l'eau potable;;;;;;;;;;2566840;1114520;
507900;Lavey;Lavey;L;Lavey;Waadt;im Normalbetrieb;T;;220;90;90;70;70;190;210;400;400;0;0;0;0;0;0;1950;1990;409,3;100;Waadt;42;Wallis;58;;;Le Rhône;;;;;;;70;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Konzession(en);2030;Konzession(en);2030;;;;;;;;;;;;;;;;;"- Bases juridiques: Année d'échéance des concessions VD = 2030; VS = 2030            ";                                           ;;;;;;;;;2567150;1118200;
508000;La Peuffeyre;La Peuffeyre;L;La Peuffeyre;Waadt;im Normalbetrieb;T;;6,6;24;24;22;22;26,6;45,4;72;72;0;0;0;0;0;0;1927;2004;735,5;100;Waadt;100;;;;;Aiguerosse;Ayerne;Genin;La Gryonne;L'Avançon d'Anzeindaz;L'Avançon de Nant;Yvouette;22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Konzession(en);2034;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2570940;1123910;
508100;Sublin 1;Sublin 1;L;Bex;Waadt;im Normalbetrieb;T;;5,2;8;8;7,2;7,2;8;23;31;31;0;0;0;0;0;0;1898;1993;555;100;Waadt;100;;;;;L'Avançon d'Anzeindaz;L'Avançon de Nant;;;;;;7,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Konzession(en);2049;;;;;;;;;;;;;;;;;;;- Les centrales Sublin 1 et Sublin 2 se trouvent dans le même bâtiment  ;                                                       ;;;;;;;;;2569280;1123820;
508200;Sublin 2;Sublin 2;L;Bex;Waadt;im Normalbetrieb;T;;0,16;2,61;2,61;2,61;2,61;3,5;4,1;7,6;7,6;0;0;0;0;0;0;1911;2013;558;100;Waadt;100;;;;;Source de Solalex;;;;;;;2,61;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Andere Rechtsgrundlage;2099;;;;;;;;;;;;;;;;;;;- Les centrales Sublin 1 et Sublin 2 se trouvent dans le même bâtiment  ;#NAME?;- Turbinage de l'eau potable                                                        ;                                 ;;;;;;;2569280;1123820;
508300;Bévieux;Bevieux;L;Le Bévieux;Waadt;im Normalbetrieb;T;;4,1;1,9;1,9;1,8;1,8;4,2;7,3;11,5;11,5;0;0;0;0;0;0;1943;1943;476,4;100;Waadt;100;;;;;L'Avançon;;;;;;;1,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Konzession(en);2029;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2568400;1123300;
508350;Le Bruet, St - Triphon, Ollon;MCE Le Bruet;L;St - Triphon Com. Ollon, Bruet;Waadt;im Bau;T;;0,12;0,62;0,62;0,62;0,62;1,45;1,45;2,9;2,9;0;0;0;0;0;0;2019;;395;100;Waadt;100;;;;;Sources de la Rippaz;;;;;;;0,62;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Andere Rechtsgrundlage;9999;;;;;;;;;;;;;;;;;;;- La mise en service c'est prevue en 2019;- Les sources de la Rippaz sont une propriété privée de la commune d'Ollon, qui alimentent son réseau d'eau potable.;;;;;;;;;2564770;1126650;
508400;Champéry Etrivouez;Champéry Etrivouez;L;Etrivouez, Grand Paradis;Wallis;im Normalbetrieb;T;;0,3;0,97;0,97;0,58;0,58;0,81;1,45;2,26;2,26;0;0;0;0;0;0;1901;1990;1070;100;Wallis;100;;;;;Source de la Laitière;Torrent de Barme;;;;;;0,58;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Andere Rechtsgrundlage;9999;;;;;;;;;;;;;;;;;;;#NAME?;;;;;;;;;;2555240;1112420;
508450;Torrent de Soi;Torrent de Soi;L;La Frassenaye, Val d'Jlliez;Wallis;im Normalbetrieb;T;;0,37;0,92;0,92;0,85;0,85;0,7;1,4;2,1;2,1;0;0;0;0;0;0;2005;2005;902;100;Wallis;100;;;;;Torrent de Soi;;;;;;;0,85;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Konzession(en);2035;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2557720;1115100;
508500;Monthey (Vièze);Monthey (Vièze);L;Monthey;Wallis;im Normalbetrieb;T;;5;13,6;13,6;11,6;11,6;18,5;36,8;55,3;55,3;0;0;0;0;0;0;1910;1999;436,2;100;Wallis;100;;;;;La Vièze;Vièze de Morgins;;;;;;11,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Konzession(en);2043;;;;;;;;;;;;;;;;;;;#NAME?;                                                 ;;;;;;;;;2562100;1122100;
508600;Monthey (Tine);Monthey (Tine);L;Monthey, Les Nants;Wallis;im Normalbetrieb;T;;1,5;9,8;9,8;9,4;9,4;14,8;24,6;39,4;39,4;0;0;0;0;0;0;1963;1994;437,2;100;Wallis;100;;;;;Vièze de Morgins;;;;;;;9,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Konzession(en);2043;;;;;;;;;;;;;;;;;;;#NAME?;                                                  ;;;;;;;;;2562100;1122100;
508650;Monthey (Commune);Monthey (Commune);L;Monthey;Wallis;im Normalbetrieb;T;;5,7;0,4;0,4;0,36;0,36;0,8;1,2;2;2;0;0;0;0;0;0;1992;1992;431;100;Wallis;100;;;;;La Vièze;Vièze de Morgins;;;;;;0,36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Andere Rechtsgrundlage;9999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2561890;1122140;
508675;Châble II;Châble II;L;Vionnaz, Beffeux;Wallis;im Normalbetrieb;T;;0,08;0,42;0,42;0,42;0,42;1,45;1,45;2,9;2,9;0;0;0;0;0;0;2014;;471;100;Wallis;100;;;;;Source Eusin;Source Les Infinives;Source Tzertzes;;;;;0,42;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Konzession(en);9999;;;;;;;;;;;;;;;;;;;#NAME?;;;;;;;;;;2558250;1128640;
508680;Vionnaz - l'Avançon;Vionnaz - l'Avançon;L;Vionnaz;Wallis;im Bau;T;;0,31;2,2;2,2;1,9;1,9;2;4,77;6,77;6,77;0;0;0;0;0;0;2019;;399,95;100;Wallis;100;;;;;L'Avançon;;;;;;;1,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Konzession(en);2099;;;;;;;;;;;;;;;;;;;- La mise en service de la centrale c'est prevue en 2019;;;;;;;;;;2558180;1129710;
508700;Diablerets;Diablerets;S;Les Diablerets, Le Plan;Waadt;im Normalbetrieb;T;;1,75;5,4;5,4;5,2;5,2;9,4;5,8;15,2;15,2;0;0;0;0;0;0;1957;1957;1165,3;100;Bern;62,8;Waadt;37,2;;;Lac d'Arnon;Torrent du Plan;Tschärzisbach;;;;;5,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Konzession(en);2001;;;;;;;;;;;;;;;;;;;#NAME?;;;;;;;;;;2578140;1133560;
508800;Pont de la Tine;Pont de la Tine;L;Ormont-Dessous, Le Pont;Waadt;im Normalbetrieb;T;;2,5;10,6;10,6;5,3;5,3;14;19,6;33,6;33,6;0;0;0;0;0;0;1913;1991;819,8;100;Waadt;100;;;;;Grande Eau;;;;;;;5,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Konzession(en);2036;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2569660;1133050;
508810;Pont de la Tine  Coussy-Loudze;Pont de la Tine  Coussy-Loudze;L;Ormont - Dessous, Le Pont;Waadt;im Normalbetrieb;T;;0,02;0,39;0,39;0,38;0,38;1,07;1,07;2,14;2,14;0;0;0;0;0;0;2013;;816;100;Waadt;100;;;;;Source Coussy-Loudze;;;;;;;0,38;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ehehaftes Recht;9999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2569630;1132970;
508850;La Douve, Aigle;La Douve, Aigle;L;Aigle, En la Douve;Waadt;im Normalbetrieb;T;;0,1;0,46;0,46;0,42;0,42;1,1;1;2,1;2,1;0;0;0;0;0;0;1989;2000;650;100;Waadt;100;;;;;Eaux usées Leysin;;;;;;;0,42;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Konzession(en);2039;;;;;;;;;;;;;;;;;;;#NAME?;;;;;;;;;;2567400;1130800;
508900;Les Farettes;Les Farettes;L;Fontanney, Les Farettes;Waadt;im Normalbetrieb;T;;6,5;20,3;20,3;20,3;20,3;36;50;86;86;0;0;0;0;0;0;1906;1967;446,24;100;Waadt;100;;;;;Grande Eau;;;;;;;20,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Konzession(en);2077;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2565140;1129640;
508950;Fontanney;Micro-centrale de Fontanney;L;Les Farettes, Aigle;Waadt;im Normalbetrieb;T;;0,41;0,33;0,33;0,31;0,31;0,3;0,5;0,8;0,8;0;0;0;0;0;0;1997;1997;436,5;100;Waadt;100;;;;;Réservoir d'Aigle;Torrent de Fontanney;;;;;;0,31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Konzession(en);2036;;;;;;;;;;;;;;;;;;;- Cours d'eau utilisés: La centrale utilise le trop plein du réservoir d'eau potable d'Aigle et partiellement les eaux du torrent de Fontanney;;;;;;;;;;2564980;1129620;
509000;Vouvry;Vouvry;S;Vouvry, Haut du Village;Wallis;im Umbau;T;;0,92;8;8;7,5;7,5;3,2;2,92;6,12;6,12;0;0;0;0;0;0;1902;1953;469,67;100;Wallis;100;;;;;Lac de Tanay;;;;;;;7,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Konzession(en);2080;;;;;;;;;;;;;;;;;;;#NAME?;  Nach dem Umbau sind folgende Werte zu erwarten:;"  Mittlere Produktionserwartung im Sommerhalbjahr	=   3.30 GWh";"  Mittlere Produktionserwartung im Winterhalbjahr		=   3.60 GWh";"  Mittlere Produktionserwartung im Jahr			=   6.90 GWh";- Status der Zentrale: Aufnahme des Normalbetriebes ist im Sommer 2019 vorgesehen;- Die Zentrale wird für den Anschluss an die Druckleitung bei der Zentrale im Sommer 2018 für einige Wochen stillgelegt;- Die Zentrale wird im  Frühling / Sommer 2019 für einige Wochen stillgelegt zum Anschluss der Druckleitung;#NAME?; ;2557100;1131790;
509010;Eaux du torrent du Fossau;Eaux du torrent du Fossau;L;Vouvry;Wallis;im Normalbetrieb;T;;0,5;2,3;2,3;2,3;2,3;3,3;3,6;6,9;6,9;0;0;0;0;0;0;2018;;465,69;100;Wallis;100;;;;;Torrent du Fossau;;;;;;;2,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Konzession(en);2098;;;;;;;;;;;;;;;;;;;#NAME?;;;;;;;;;;2557100;1131790;
509025;Croseau, Saint-Gingolph;Croseau, Saint-Gingolph;L;Saint-Gingolph, Vignolles;Wallis;im Normalbetrieb;T;;0,11;0,35;0,35;0,35;0,35;1;1,3;2,3;2,3;0;0;0;0;0;0;2009;;487;100;Wallis;100;;;;;Source de Clarive;Source de la Tine;;;;;;0,35;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Bewilligung;9999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2551320;1137570;
509100;Veytaux ;Hongrin-Léman;U;Veytaux, Chillon;Waadt;im Normalbetrieb;T;P;60;420;420;420;420;45,3;114,4;159,7;159,7;42;437,4;437,4;0;0;0;1972;2016;375,95;100;Freiburg;39,14;Waadt;60,86;;;Eau Froide de l'Etivaz;Eau Froide de Roche;La Reverette;La Torneresse;Lac de l'Hongrin;Lac Léman;L'Hongrin;420;Petit Hongrin;R. de Tompey;R. des Champs;R. des Plans;R. du Sepey;;;A;BKW   (Centr. Aarberg,Hagneck,Kallnach);A;Groupe E SA (Cen. Hauterive, Schiffenen);;;;;;;;;;;;;;;;;;;Konzession(en);2051;;;;;;;;;;;;;;;;;;;#NAME?;#NAME?;- Un groupe de réserve d'une puissance de 60 MW est installé (total 480 MW);- Veytaux I: 4 machine à 60 MW (turbinage / pompage)  ;- Veytaux II: 2 machine à 120 MW (turbinage / pompage);- La production total, d'environ 969,7 GWh/a, dont 159,7 GWh proviennent des apport naturel; ; ; ; ;2561020;1140000;
509200;Sonzier;Sonzier;L;Montreux, Sonzier;Waadt;im Normalbetrieb;T;;0,5;1,65;1,65;1,6;1,6;2;4,6;6,6;6,6;0;0;0;0;0;0;1901;1971;707,24;100;Waadt;100;;;;;Source de la Torneresse;Source de l,Eau Froide;;;;;;1,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Andere Rechtsgrundlage;9999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2560540;1143350;
509300;Taulan;Taulan;L;Les Planches, Taulan;Waadt;im Normalbetrieb;T;;0,68;1,2;1,2;1,2;1,2;1,5;1,9;3,4;3,4;0;0;0;0;0;0;1887;1996;441,24;100;Waadt;100;;;;;Baye de Montreux;;;;;;;1,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Konzession(en);2044;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2560020;1142640;
509350;Rivaz (Le Forestay);Rivaz (Le Forestay);L;Rivaz;Waadt;im Normalbetrieb;T;;0,5;0,73;0,73;0,73;0,73;2;0,6;2,6;2,6;0;0;0;0;0;0;2014;;375;100;Waadt;100;;;;;Le Forestay;;;;;;;0,73;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Konzession(en);2070;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2549240;1147250;
509400;Plan-Dessous;Plan-Dessous;L;Aubonne;Waadt;im Normalbetrieb;T;;10,7;10,7;10,7;7,85;7,85;16,8;10,7;27,5;27,5;0;0;0;0;0;0;1896;2001;462;100;Waadt;100;;;;;L'Aubonne;;;;;;;7,85;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Konzession(en);2061;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2519180;1150310;
509425;La Petite Vaux,  Lavigny;La Petite Vaux;L;Lavigny;Waadt;im Normalbetrieb;T;;10;3,31;3,31;3,19;3,19;6,67;4,44;11,11;11,11;0;0;0;0;0;0;2008;2008;415;100;Waadt;100;;;;;L'Aubonne;;;;;;;3,19;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Konzession(en);2061;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2520640;1149140;
509450;Seujet;Seujet;L;Genève;Genf;im Normalbetrieb;T;;405;8,7;8,7;5,6;5,6;9,8;10,2;20;20;0;0;0;0;0;0;1994;1994;368,8;100;Genf;100;;;;;Le Rhône;;;;;;;5,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Konzession(en);2056;;;;;;;;;;;;;;;;;;;"Fonctions de l'ouvrage du Seujet:	- Régulariser le niveau du Lac Léman";"			     	- Moduler le débit du Rhône pour l'usine de Verbois";"			        	 ";;;;;;;;2499340;1117690;
509500;Vessy;Vessy;L;Veyrier, Iles de Vessy;Genf;im Normalbetrieb;T;;10,5;0,32;0,32;0,32;0,32;0,7;0,85;1,55;1,55;0;0;0;0;0;0;1867;2007;390;100;Genf;100;;;;;L'Arve;;;;;;;0,32;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Konzession(en);2027;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2502060;1114970;
509600;Verbois;Verbois;L;Russin;Genf;im Normalbetrieb;T;;620;102,8;102,8;98;98;211;255;466;466;0;0;0;0;0;0;1943;1999;355;100;Genf;100;;;;;Le Rhône;;;;;;;98;;;;;;B;SFMCP (Centrale de Chancy-Pougny);;;;;;;;;;;;;;;;;;;;;;;Konzession(en);2033;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2491050;1116530;
509700;Chancy-Pougny;Chancy-Pougny;L;Avully / Chancy;Genf;im Normalbetrieb;T;;620;54;34,884;50;32,3;115;130;245;158,27;0;0;0;0;0;0;1925;2013;348,55;64,6;Genf;64,6;;;;;Le Rhône;;;;;;;32,3;;;;;;A;SIG (Centrale de Verbois);;;;;;;;;;;;;;;;;;;;;;;Konzession(en);2061;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2487060;1113160;Ja
509750;Chancy-Pougny Dot. passe pois.;Chancy-Pougny Dot. passe pois.;L;Challex;;im Normalbetrieb;T;;4,5;0,48;0,31008;0,48;0,31008;1,4;1,4;2,8;18,088;0;0;0;0;0;0;2013;;336;64,6;Genf;64,6;;;;;Le Rhône;;;;;;;0,31008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Konzession(en);2061;;;;;;;;;;;;;;;;;;;#NAME?;;;;;;;;;;2486880;1113040;Ja
509800;La Rançonnière;La Rançonnière;L;Les Brenets, La Rançonnière;Neuenburg;im Normalbetrieb;T;;2;1,6;1,6;1,3;1,3;0,8;0,5;1,3;1,3;0;0;0;0;0;0;1890;1984;822,69;100;Neuenburg;100;;;;;Bied du Locle;;;;;;;1,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ehehaftes Recht;9999;;;;;;;;;;;;;;;;;;;- Cote du plancher de la salle de la machine 3 = 824.20        ;;;;;;;;;;2545090;1211580;
509850;Le Châtelot-Centr. de dotation;Am. de dotation du Châtelot;L;Les Planchettes;Neuenburg;im Normalbetrieb;T;;2;1;0,5;0,95;0,475;3,1;3,25;6,35;3,175;0;0;0;0;0;0;2005;2005;657,79;50;Neuenburg;50;;;;;Le Doubs;;;;;;;0,475;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Konzession(en);2028;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2547300;1216950;Ja
